method,chunk_size_words,chunk_overlap_words,top_k,bm25_k1,bm25_b,rrf_k,bm25_weight,dense_weight,rerank_top_n,reranker_model,ndcg_k,ndcg,map,combined_score,num_chunks,num_qrels
rrf,750,125,100,2.2,1.0,180,0.25,2.0,0,,30,0.4887160006828605,0.34797141498421175,0.41834370783353614,579,181
rrf,750,150,100,2.2,1.0,120,0.5,2.5,0,,30,0.487201378817391,0.34947152518155156,0.4183364519994713,579,181
rrf,750,75,150,2.2,1.0,150,0.25,2.0,0,,30,0.4867885178914415,0.3498624695655734,0.41832549372850747,577,181
rrf,700,125,100,2.2,1.0,180,0.5,3.0,0,,30,0.48726673074050725,0.34934395736453705,0.4183053440525222,584,182
rrf,750,125,100,2.2,1.0,180,0.25,2.5,0,,30,0.4900310312201572,0.3465534026414524,0.41829221693080476,579,181
rrf,650,150,100,2.2,1.0,180,0.5,2.0,0,,30,0.4896284743984262,0.34691216684323584,0.418270320620831,591,182
rrf,750,175,100,2.2,1.0,120,0.5,2.5,0,,30,0.4870129388390409,0.34951609962075103,0.41826451922989594,581,181
rrf,700,75,100,2.2,1.0,120,0.25,2.0,0,,30,0.48859538028404687,0.347926244968143,0.41826081262609494,580,182
rrf,750,150,100,2.2,1.0,120,0.25,2.0,0,,30,0.48654474763335376,0.3499705770149406,0.4182576623241472,579,181
rrf,750,100,100,2.2,1.0,180,0.5,2.5,0,,30,0.48629844126622596,0.3502024667575639,0.4182504540118949,578,181
rrf,750,175,150,2.2,1.0,150,0.5,3.0,0,,30,0.4861351306458242,0.35034626110262856,0.4182406958742264,581,181
rrf,750,75,100,2.2,1.0,120,0.25,2.5,0,,30,0.48641404671045063,0.3500120396754029,0.41821304319292674,577,181
rrf,650,175,150,2.2,1.0,150,0.25,2.0,0,,30,0.48737997126122956,0.3489837420427993,0.41818185665201446,591,182
